Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
1351,"1351.873","Enterococcus faecalis strain CVM N52755","tetracycline",,"<=1","<=","1","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.19363","Streptococcus pneumoniae strain GPSC7","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17428","Streptococcus pneumoniae strain SC14-3031-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.20623","Streptococcus pneumoniae strain GPSC23","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8649","Staphylococcus aureus C00002657","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9453","Staphylococcus aureus C00001146","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.6545","Streptococcus pneumoniae strain R34-3200","tetracycline",,">4.00",">","4.00","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.17333","Streptococcus pneumoniae strain SC10-2663-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.20461","Streptococcus pneumoniae strain GPSC39","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19629","Streptococcus pneumoniae strain GPSC9","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6007","Streptococcus pneumoniae strain 9808+20015","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1280,"1280.8633","Staphylococcus aureus C00001384","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19304","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19141","Streptococcus pneumoniae strain GPSC16","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9381","Staphylococcus aureus WAU_25","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1280,"1280.9846","Staphylococcus aureus C00003308","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19628","Streptococcus pneumoniae strain GPSC94","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9052","Streptococcus pneumoniae strain 2245STDY5804535","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1283,"1283.380","Staphylococcus haemolyticus 7067_4_53","tetracycline","Susceptible",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1351,"1351.815","Enterococcus faecalis strain CVM N59462F","tetracycline",,"=16","=","16","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.8806","Streptococcus pneumoniae strain 2245STDY5699082","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19558","Streptococcus pneumoniae strain GPSC10","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1349,"1349.209","Streptococcus uberis PE57","tetracycline",,"8",,"8","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1280,"1280.9191","Staphylococcus aureus 002_10","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1280,"1280.9269","Staphylococcus aureus 152_05","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.20400","Streptococcus pneumoniae strain GPSC191","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9918","Staphylococcus aureus C00008984","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.21102","Streptococcus pneumoniae strain GPSC56","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1351,"1351.833","Enterococcus faecalis strain CVM N55725","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.5539","Streptococcus pneumoniae strain 08B10239","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.6706","Streptococcus pneumoniae strain LMG804","tetracycline",,"24",,"24","mg/L","MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.17283","Streptococcus pneumoniae strain 70","tetracycline","Susceptible","0.5","==","0.5","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.9955","Staphylococcus aureus C00012812","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.9054","Streptococcus pneumoniae strain 2245STDY5819526","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9834","Staphylococcus aureus C00003275","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1351,"1351.846","Enterococcus faecalis strain CVM N54595","tetracycline",,"<=1","<=","1","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.6947","Streptococcus pneumoniae P130025-195","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,
1313,"1313.5758","Streptococcus pneumoniae strain 09B06561","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.20089","Streptococcus pneumoniae strain GPSC55","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9871","Streptococcus pneumoniae strain H050300113","tetracycline",,">8",">","8","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.6030","Streptococcus pneumoniae strain 218229","tetracycline",,">8",">","8","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.9721","Staphylococcus aureus C00001270","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9192","Staphylococcus aureus 003_06","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1280,"1280.9727","Staphylococcus aureus C00001387","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20686","Streptococcus pneumoniae strain GPSC13","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19530","Streptococcus pneumoniae strain GPSC17","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6232","Streptococcus pneumoniae strain 08B05607","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.19486","Streptococcus pneumoniae strain GPSC8","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19182","Streptococcus pneumoniae strain GPSC5","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20364","Streptococcus pneumoniae strain GPSC55","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.21077","Streptococcus pneumoniae strain GPSC30","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18846","Streptococcus pneumoniae strain GPSC9","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19080","Streptococcus pneumoniae strain GPSC16","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8634","Staphylococcus aureus C00001385","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.18602","Streptococcus pneumoniae strain GPSC6","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19445","Streptococcus pneumoniae strain GPSC10","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8588","Staphylococcus aureus C00003247","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20854","Streptococcus pneumoniae strain GPSC39","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18677","Streptococcus pneumoniae strain GPSC8","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20465","Streptococcus pneumoniae strain GPSC8","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9807","Staphylococcus aureus C00003217","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.7916","Staphylococcus aureus C00001114","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20728","Streptococcus pneumoniae strain GPSC41","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9249","Staphylococcus aureus 082_03","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.18606","Streptococcus pneumoniae strain GPSC108","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1351,"1351.827","Enterococcus faecalis strain CVM N52623","tetracycline",,"<=1","<=","1","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.6197","Streptococcus pneumoniae strain spnIC197","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.20233","Streptococcus pneumoniae strain GPSC1","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8520","Staphylococcus aureus C00000851","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20223","Streptococcus pneumoniae strain GPSC23","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20069","Streptococcus pneumoniae strain GPSC7","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1131627,"1131627.3","Streptococcus pneumoniae GA60132","tetracycline","Resistant",">8",">","8",,,,,,,,,,,"Laboratory Method",,
1280,"1280.9400","Staphylococcus aureus WAU_34","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1280,"1280.9975","Staphylococcus aureus C00013176","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8844","Staphylococcus aureus TTSH3_08","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
760785,"760785.3","Streptococcus pneumoniae GA17301","tetracycline","Susceptible","<=2","<=","2",,,,,,,,,,,"Laboratory Method",,
1313,"1313.19788","Streptococcus pneumoniae strain GPSC41","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9251","Staphylococcus aureus 086_03","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.17229","Streptococcus pneumoniae strain 2","tetracycline","Resistant","8",">","8","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.17223","Streptococcus pneumoniae strain 18","tetracycline","Susceptible","0.5","==","0.5","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.8134","Staphylococcus aureus C00012806","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.18787","Streptococcus pneumoniae strain GPSC1","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20886","Streptococcus pneumoniae strain GPSC1","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19196","Streptococcus pneumoniae strain GPSC13","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5518","Streptococcus pneumoniae strain R34-3120","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.17392","Streptococcus pneumoniae strain SC13-1749-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.6448","Streptococcus pneumoniae strain R34-3065","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.20777","Streptococcus pneumoniae strain GPSC41","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9260","Streptococcus pneumoniae strain 2245STDY5982760","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17356","Streptococcus pneumoniae strain SC11-4277-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.5759","Streptococcus pneumoniae strain 9607+10105","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1280,"1280.9260","Staphylococcus aureus 102_07","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.5621","Streptococcus pneumoniae strain PT582","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1351,"1351.434","Enterococcus faecalis strain ST55:13","tetracycline","Resistant","==128","==","128","mg/L","MIC",,,"in-house","CLSI",,,,,"Laboratory Method",,
1313,"1313.5632","Streptococcus pneumoniae strain 263137","tetracycline",,"0.25",,"0.25","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1352,"1352.3426","Enterococcus faecium strain CVM N60284F","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.18937","Streptococcus pneumoniae strain GPSC297","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9762","Streptococcus pneumoniae strain 257","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,
1280,"1280.9767","Staphylococcus aureus C00003141","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.7343","Staphylococcus aureus CGH4_09","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1280,"1280.9925","Staphylococcus aureus C00012736","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9482","Staphylococcus aureus C00001225","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20198","Streptococcus pneumoniae strain GPSC56","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18610","Streptococcus pneumoniae strain GPSC53","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20534","Streptococcus pneumoniae strain GPSC314","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19647","Streptococcus pneumoniae strain GPSC38","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9880","Staphylococcus aureus C00003409","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.17315","Streptococcus pneumoniae strain SC10-0415","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.9799","Staphylococcus aureus C00003202","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.17173","Streptococcus pneumoniae strain 134","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.20330","Streptococcus pneumoniae strain GPSC9","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.10033","Staphylococcus aureus C00013373","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9996","Staphylococcus aureus C00013220","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.9940","Streptococcus pneumoniae strain Th_5","tetracycline",,"8",,"8","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.20839","Streptococcus pneumoniae strain GPSC13","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1283,"1283.429","Staphylococcus haemolyticus 7068_7_25","tetracycline","Resistant",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1313,"1313.18778","Streptococcus pneumoniae strain GPSC61","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9549","Streptococcus pneumoniae strain 2905","tetracycline",,"16",,"16","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1280,"1280.9457","Staphylococcus aureus C00001157","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.5576","Streptococcus pneumoniae strain LMG137","tetracycline",,">8",">","8","mg/L","MIC",,,,,,,,,"Laboratory Method",,
1280,"1280.8306","Staphylococcus aureus C00013362","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1282,"1282.3129","Staphylococcus epidermidis strain 273","tetracycline","Susceptible","2","==","2","mg/L","MIC",,"Vitek","BiomŽrieux","CLSI",,,,,"Laboratory Method",,
1313,"1313.8384","Streptococcus pneumoniae strain 2245STDY5609026","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5419","Streptococcus pneumoniae strain R34-3219","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.17180","Streptococcus pneumoniae strain 140","tetracycline","Susceptible","0.5","==","0.5","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.5461","Streptococcus pneumoniae strain 9802+26112","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.20211","Streptococcus pneumoniae strain GPSC1","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9229","Streptococcus pneumoniae strain 2245STDY5804503","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19619","Streptococcus pneumoniae strain GPSC4","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20026","Streptococcus pneumoniae strain GPSC32","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8787","Staphylococcus aureus C00001247","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.17219","Streptococcus pneumoniae strain 176","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.9979","Staphylococcus aureus C00013185","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.7969","Staphylococcus aureus C00001184","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1334,"1334.48","Streptococcus dysgalactiae PE83","tetracycline",,"8",,"8","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1280,"1280.9443","Staphylococcus aureus C00001120","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9377","Staphylococcus aureus WAU_20","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.20599","Streptococcus pneumoniae strain GPSC7","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
