JGI_Portal_ID,Species,Order,Class,Clade,Phylum,Pathogen,Lifestyle,Lifestyle_2,Unknown_Lifestyle,S,N,B,OB,HB,MP,P,O,ECM,ENM,Mycorrhizal,E,EP,L,LF,EL,C,PY,BY,T,A,AL,HY,BR,WR,Wood_Decay,FUNGuild,Plant,Fungus,Vertebrate,Invertebrate,Gymnosperms,Angiosperms,Main_Stem,Leaves,Roots,Fruit,Seeds,MycoCosm Genome Reference Paper
Fibsp1,Fibulorhizoctonia sp. CBS 109695 v1.0,Atheliales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotoph – Undefined Saprotroph (White Rot),NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Nagy, L.G., Riley, R., Tritt, A., Adam, C., Daum, C., Floudas, D., Sun, H., Yadav, J.S., Pangilinan, J., Larsson, K.-H., et al. (2016). Comparative Genomics of Early-Diverging Mushroom-Forming Fungi Provides Insights into the Origins of Lignocellulose Decay Capabilities. Mol. Biol. Evol. 33, 959–970. Available at: https://academic.oup.com/mbe/article-lookup/doi/10.1093/molbev/msv337 [Accessed July 3, 2019]."
Fishe1,Fistulina hepatica v1.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, BR, P",S  BR  P,Known,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,None,YES,NO,NO,NO,NO,YES,YES,NO,NO,,,"1. Floudas, D., Held, B.W., Riley, R., Nagy, L.G., Koehler, G., Ransdell, A.S., Younus, H., Chow, J., Chiniquy, J., Lipzen, A., et al. (2015). Evolution of novel wood decay mechanisms in Agaricales revealed by the genome sequences of Fistulina hepatica and Cylindrobasidium torrendii. Fungal Genet. Biol. 76, 78–92. Available at: https://www.sciencedirect.com/science/article/pii/S1087184515000171 [Accessed July 3, 2019]."
Fomme1,Fomitiporia mediterranea v1.0,Hymenochaetales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, WR, P",S  WR  P,Known,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Pathotroph-Saprotroph – Plant Pathogen-Undefined Saprotroph,YES,NO,NO,NO,NO,YES,YES,NO,NO,,,"1. Floudas, D., Binder, M., Riley, R., Barry, K., Blanchette, R.A., Henrissat, B., Martínez, A.T., Otillar, R., Spatafora, J.W., Yadav, J.S., et al. (2012). The Paleozoic origin of enzymatic lignin decomposition reconstructed from 31 fungal genomes. Science (80-. ). 336, 1715–1719. Available at: http://www.ncbi.nlm.nih.gov/pubmed/22745431 [Accessed July 3, 2019]."
Fompi3,Fomitopsis pinicola FP-58527 SS1 v3.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, BR, P",S  BR  P,Known,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,Pathotroph-Saprotroph – Plant Pathogen-Wood Saprotroph,YES,NO,NO,NO,YES,YES,YES,NO,NO,,,"1. Floudas, D., Binder, M., Riley, R., Barry, K., Blanchette, R.A., Henrissat, B., Martínez, A.T., Otillar, R., Spatafora, J.W., Yadav, J.S., et al. (2012). The Paleozoic origin of enzymatic lignin decomposition reconstructed from 31 fungal genomes. Science (80-. ). 336, 1715–1719. Available at: http://www.ncbi.nlm.nih.gov/pubmed/22745431 [Accessed July 3, 2019]."
Galma1,Galerina marginata v1.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Saprotroph – Undefined Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Riley, R., Salamov, A.A., Brown, D.W., Nagy, L.G., Floudas, D., Held, B.W., Levasseur, A., Lombard, V., Morin, E., Otillar, R., et al. (2014). Extensive sampling of basidiomycete genomes demonstrates inadequacy of the white-rot/brown-rot paradigm for wood decay fungi. PNAS 111, 9923–9928. Available at: https://www.jstor.org/stable/pdf/23802688.pdf?refreqid=excelsior%3Aee00b26c59355b8e6928382a7fb6559b [Accessed July 3, 2019]."
Gansp1,Ganoderma sp. 10597 SS1 v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,UNKNOWN,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Pathotroph-Saprotroph – Plant Pathogen-Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Binder, M., Justo, A., Riley, R., Salamov, A., Lopez-Giraldez, F., Sjökvist, E., Copeland, A., Foster, B., Sun, H., Larsson, E., et al. (2013). Phylogenetic and phylogenomic overview of the Polyporales. Mycologia 105, 1350–1373. Available at: https://www.tandfonline.com/action/journalInformation?journalCode=umyc20 [Accessed July 3, 2019]."
Glotr1_1,Gloeophyllum trabeum v1.0,Gloeophyllales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Floudas, D., Binder, M., Riley, R., Barry, K., Blanchette, R.A., Henrissat, B., Martínez, A.T., Otillar, R., Spatafora, J.W., Yadav, J.S., et al. (2012). The Paleozoic origin of enzymatic lignin decomposition reconstructed from 31 fungal genomes. Science (80-. ). 336, 1715–1719. Available at: http://www.ncbi.nlm.nih.gov/pubmed/22745431 [Accessed July 3, 2019]."
Gymlu1,Gymnopus luxurians v1.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, E, ORM",S  E  ORM,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Saprotroph – Undefined Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Hebcy2,Hebeloma cylindrosporum h7 v2.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019].
2. Doré, J., Perraud, M., Dieryckx, C., Kohler, A., Morin, E., Henrissat, B., Lindquist, E., Zimmermann, S.D., Girard, V., Kuo, A., et al. (2015). Comparative genomics, proteomics and transcriptomics give new insight into the exoproteome of the basidiomycete Hebeloma cylindrosporum and its involvement in ectomycorrhizal symbiosis. New Phytol. 208, 1169–1187. Available at: http://pfam.xfam.org/ [Accessed July 3, 2019].
3. Doré, J., Kohler, A., Dubost, A., Hundley, H., Singan, V., Peng, Y., Kuo, A., Grigoriev, I. V, Martin, F., Marmeisse, R., et al. (2017). The ectomycorrhizal basidiomycete Hebeloma cylindrosporum undergoes early waves of transcriptional reprogramming prior to symbiotic structures differentiation. Environ. Microbiol. 19, 1338–1354. Available at: http://genome.jgi.doe.gov/Lacbi2 [Accessed July 3, 2019]."
Hetan2,Heterobasidion annosum v2.0,Russulales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, WR, N",S  WR  N,Known,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Wood Saprotroph,YES,NO,NO,NO,YES,YES,YES,NO,YES,,,"1. Olson, Å., Aerts, A., Asiegbu, F., Belbahri, L., Bouzid, O., Broberg, A., Canbäck, B., Coutinho, P.M., Cullen, D., Dalman, K., et al. (2012). Insight into trade-off between wood decay and parasitism from the genome of a fungal forest pathogen. New Phytol. 194, 1001–1013. Available at: http://doi.wiley.com/10.1111/j.1469-8137.2012.04128.x [Accessed July 3, 2019]."
Hydpi2,Hydnomerulius pinastri v2.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Hypsu1,Hypholoma sublateritium v1.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Jaaar1,Jaapia argillacea v1.0,Jaapiales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR/BR",S  WR/BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Saprotroph – Undefined Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Riley, R., Salamov, A.A., Brown, D.W., Nagy, L.G., Floudas, D., Held, B.W., Levasseur, A., Lombard, V., Morin, E., Otillar, R., et al. (2014). Extensive sampling of basidiomycete genomes demonstrates inadequacy of the white-rot/brown-rot paradigm for wood decay fungi. PNAS 111, 9923–9928. Available at: https://www.jstor.org/stable/pdf/23802688.pdf?refreqid=excelsior%3Aee00b26c59355b8e6928382a7fb6559b [Accessed July 3, 2019]."
Kocim1,Kockovaella imperatae NRRL Y-17943 v1.0,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,NO,EP,EP,Known,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Epiphyte,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Mondo, S.J., Dannebaum, R.O., Kuo, R.C., Louie, K.B., Bewick, A.J., LaButti, K., Haridas, S., Kuo, A., Salamov, A., Ahrendt, S.R., et al. (2017). Widespread adenine N6-methylation of active genes in fungi. Nat. Genet. 49, 964–968. Available at: http://www.nature.com/articles/ng.3859 [Accessed July 3, 2019]."
Lacam2,Laccaria amethystina LaAM-08-1 v2.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Lacbi2,Laccaria bicolor v2.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, ECM",S  ECM,Known,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Martin, F., Aerts, A., Ahrén, D., Brun, A., Danchin, E.G.J., Duchaussoy, F., Gibon, J., Kohler, A., Lindquist, E., Pereda, V., et al. (2008). The genome of Laccaria bicolor provides insights into mycorrhizal symbiosis. Nature 452, 88–92. Available at: http://www.nature.com/articles/nature06556 [Accessed July 3, 2019]."
Laesu1,Laetiporus sulphureus var. sulphureus v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, BR, O, P",S  BR  O  P,Known,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,Genus listed as Saprotroph  – Wood Saprotroph,YES,NO,NO,NO,YES,YES,YES,NO,NO,,,"1. Nagy, L.G., Riley, R., Tritt, A., Adam, C., Daum, C., Floudas, D., Sun, H., Yadav, J.S., Pangilinan, J., Larsson, K.-H., et al. (2016). Comparative Genomics of Early-Diverging Mushroom-Forming Fungi Provides Insights into the Origins of Lignocellulose Decay Capabilities. Mol. Biol. Evol. 33, 959–970. Available at: https://academic.oup.com/mbe/article-lookup/doi/10.1093/molbev/msv337 [Accessed July 3, 2019]."
Lened_B_1_1,Lentinula edodes B17 v1.1,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph  – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Park, S.-G., Yoo, S. il, Ryu, D.S., Lee, H., Ahn, Y.J., Ryu, H., Ko, J., and Hong, C.P. (2017). Long-read transcriptome data for improved gene prediction in Lentinula edodes. Data Br. 15, 454–458. Available at: https://www.sciencedirect.com/science/article/pii/S2352340917304833 [Accessed July 3, 2019].
2. Shim, D., Park, S.-G., Kim, K., Bae, W., Lee, G.W., Ha, B.-S., Ro, H.-S., Kim, M., Ryoo, R., Rhee, S.-K., et al. (2016). Whole genome de novo sequencing and genome annotation of the world popular cultivated edible mushroom, Lentinula edodes. J. Biotechnol. 223, 24–25. Available at: https://www.sciencedirect.com/science/article/pii/S0168165616300840 [Accessed July 3, 2019]."
Leugo1_1,Leucoagaricus gongylophorus Ac12,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Saprotroph – Undefined Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Aylward, F.O., Burnum-Johnson, K.E., Tringe, S.G., Teiling, C., Tremmel, D.M., Moeller, J.A., Scott, J.J., Barry, K.W., Piehowski, P.D., Nicora, C.D., et al. (2013). Leucoagaricus gongylophorus Produces Diverse Enzymes for the Degradation of Recalcitrant Plant Polymers in Leaf-Cutter Ant Fungus Gardens. Appl. Environ. Microbiol. 79, 3770–3778. Available at: http://en.wikipedia.org/wiki/File:Leafcutter_ants [Accessed July 3, 2019]."
Monpe1_1,Moniliophthora perniciosa FA553,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,HB,HB,Known,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Plant Pathogen,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,"1. Mondego, J.M., Carazzolle, M.F., Costa, G.G., Formighieri, E.F., Parizzi, L.P., Rincones, J., Cotomacci, C., Carraro, D.M., Cunha, A.F., Carrer, H., et al. (2008). A genome survey of Moniliophthora perniciosa gives new insights into Witches’ Broom Disease of cacao. BMC Genomics 9, 548. Available at: http://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-9-548 [Accessed July 3, 2019]."
Treen1,Naematella encephela UCDFST 68-887.2 v1.0,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,YES,"MP, S?",MP  S?,Known,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Fungal Parasite,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,"1. Mondo, S.J., Dannebaum, R.O., Kuo, R.C., Louie, K.B., Bewick, A.J., LaButti, K., Haridas, S., Kuo, A., Salamov, A., Ahrendt, S.R., et al. (2017). Widespread adenine N6-methylation of active genes in fungi. Nat. Genet. 49, 964–968. Available at: http://www.nature.com/articles/ng.3859 [Accessed July 3, 2019]."
Neole1,Neolentinus lepideus v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,Genus listed as Saprotroph  – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Nagy, L.G., Riley, R., Tritt, A., Adam, C., Daum, C., Floudas, D., Sun, H., Yadav, J.S., Pangilinan, J., Larsson, K.-H., et al. (2016). Comparative Genomics of Early-Diverging Mushroom-Forming Fungi Provides Insights into the Origins of Lignocellulose Decay Capabilities. Mol. Biol. Evol. 33, 959–970. Available at: https://academic.oup.com/mbe/article-lookup/doi/10.1093/molbev/msv337 [Accessed July 3, 2019]."
Obbri1,Obba rivulosa 3A-2 v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Undefined Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Miettinen, O., Riley, R., Barry, K., Cullen, D., de Vries, R.P., Hainaut, M., Hatakka, A., Henrissat, B., Hildén, K., Kuo, R., et al. (2016). Draft Genome Sequence of the White-Rot Fungus Obba rivulosa 3A-2. Genome Announc. 4, e00976-16. Available at: http://dx.doi.org/10.1093/ [Accessed July 3, 2019]."
Ompol1,Omphalotus olearius,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR?",S  WR?,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Saprotroph  – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Wawrzyn, G.T., Quin, M.B., Choudhary, S., López-Gallego, F., and Schmidt-Dannert, C. (2012). Draft Genome of Omphalotus olearius Provides a Predictive Framework for Sesquiterpenoid Natural Product Biosynthesis in Basidiomycota. Chem. Biol. 19, 772–783. Available at: https://www.sciencedirect.com/science/article/pii/S1074552112001767 [Accessed July 3, 2019]."
Paxru2,Paxillus adelphus Ve08.2h10 v2.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Paxin1,Paxillus involutus ATCC 200175 v1.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Ricme1,Peniophora sp. v1.0,Russulales,Agaricomycetes,Agaricomycotina,Basidiomycota,UNKNOWN,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Pathotroph-Saprotroph – Plant Pathogen-Wood Saprotroph,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,"1. Nagy, L.G., Riley, R., Tritt, A., Adam, C., Daum, C., Floudas, D., Sun, H., Yadav, J.S., Pangilinan, J., Larsson, K.-H., et al. (2016). Comparative Genomics of Early-Diverging Mushroom-Forming Fungi Provides Insights into the Origins of Lignocellulose Decay Capabilities. Mol. Biol. Evol. 33, 959–970. Available at: https://academic.oup.com/mbe/article-lookup/doi/10.1093/molbev/msv337 [Accessed July 3, 2019]."
Phaca1,Phanerochaete carnosa HHB-10118-Sp v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Suzuki, H., MacDonald, J., Syed, K., Salamov, A., Hori, C., Aerts, A., Henrissat, B., Wiebenga, A., vanKuyk, P.A., Barry, K., et al. (2012). Comparative genomics of the white-rot fungi, Phanerochaete carnosa and P. chrysosporium, to elucidate the genetic basis of the distinct wood types they colonize. BMC Genomics 13, 444. Available at: http://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-13-444 [Accessed July 3, 2019]."
Phchr2,Phanerochaete chrysosporium RP-78 v2.2,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Ohm, R.A., Riley, R., Salamov, A., Min, B., Choi, I.-G., and Grigoriev, I. V. (2014). Genomics of wood-degrading fungi. Fungal Genet. Biol. 72, 82–90. Available at: https://www.sciencedirect.com/science/article/pii/S1087184514000796 [Accessed July 3, 2019]."
Phlbr1,Phlebia brevispora HHB-7030 SS6 v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Binder, M., Justo, A., Riley, R., Salamov, A., Lopez-Giraldez, F., Sjökvist, E., Copeland, A., Foster, B., Sun, H., Larsson, E., et al. (2013). Phylogenetic and phylogenomic overview of the Polyporales. Mycologia 105, 1350–1373. Available at: https://www.tandfonline.com/action/journalInformation?journalCode=umyc20 [Accessed July 3, 2019]."
Phlcen1,Phlebia centrifuga FBCC195,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Mäkelä, M.R., Peng, M., Granchi, Z., Chin-A-Woeng, T., Hegi, R., van Pelt, S.I., Ahrendt, S., Riley, R., Hainaut, M., Henrissat, B., et al. (2018). Draft Genome Sequence of the Basidiomycete White-Rot Fungus Phlebia centrifuga. Genome Announc. 6, e01414-17. Available at: http://www.ncbi.nlm.nih.gov/pubmed/29622620 [Accessed July 3, 2019]."
Phlrad1,"Phlebia radiata Fr. (isolate 79, FBCC0043)",Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kuuskeri, J., Häkkinen, M., Laine, P., Smolander, O.-P., Tamene, F., Miettinen, S., Nousiainen, P., Kemell, M., Auvinen, P., and Lundell, T. (2016). Time-scale dynamics of proteome and transcriptome of the white-rot fungus Phlebia radiata: growth on spruce wood and decay effect on lignocellulose. Biotechnol. Biofuels 9, 192. Available at: http://biotechnologyforbiofuels.biomedcentral.com/articles/10.1186/s13068-016-0608-9 [Accessed July 3, 2019]."
